country,date,GDP_PER_CAPITA,LIFE_EXPECTANCY,YOUTH_UNEMPLOYED,HIGH_TECH_EXPORTS,HOMICIDE_INDEX,RULE_OF_LAW_INDEX,INCOME_INEQUALITY,GENDER_PARITY_TERTIARY_EDUCATION
Argentina,2019,22063.9043717551,76.667,,5.21279068012527,,37.01923,42.9,
Argentina,2018,22759.3985583341,76.52,,5.40298404053184,5.3244787387,45.67308,41.3,
Argentina,2017,23597.117752839,76.372,,9.24742830509615,5.2097151606,45.67308,41.1,1.01412
Argentina,2016,23189.5274451329,76.221,,9.02244372911048,6.0333095226,37.5,42.0,1.0149
Argentina,2015,23933.8866120953,76.068,,9.28226248775552,6.5861232774,24.03846,,1.01488
Argentina,2014,23550.0990599374,75.913,18.7822207808495,7.08818238468351,7.5707989313,18.75,41.6,1.01643
Argentina,2013,24424.1364465071,75.756,21.2329491972923,7.4858948540141,7.2803050637,29.57747,40.9,1.01625
Argentina,2012,24118.8675158912,75.598,18.8867956399918,6.67493956275073,6.341726925,30.98592,41.3,1.01825
Argentina,2011,24647.6292739541,75.439,20.4353034496307,7.35909450508714,6.0768872165,33.33333,42.6,1.01594
Argentina,2010,23521.2701750961,75.278,19.3279147148132,7.74853973761623,5.8294564636,33.17535,43.6,1.01519
Argentina,2009,21519.8936160174,75.116,20.9462806582451,9.07241108464142,6.5262306799,30.80569,43.7,1.01847
Argentina,2008,23103.4565215341,74.952,18.6846002936363,9.38030607187702,5.9156451949,27.88461,44.9,1.02065
Argentina,2007,22424.1177287545,74.787,16.8342381715775,7.03899565860373,5.3900404903,34.44976,46.2,1.01834
Argentina,2006,20777.6527103251,74.62,23.3292549848557,,5.3728853713,34.44976,46.3,1.01514
Argentina,2005,19426.4401434847,74.451,24.4194447994232,,5.6514136093,34.92823,47.7,1.01819
